FSID,Region,Callsign,Path Number,Center Frequency (MHz),Bandwidth (MHz)
96180,US,WRBY237,4,6404.79,30
96181,US,WRBY374,1,6256.54,30
96182,US,WRBY376,1,6004.5,30
96183,US,WRBY377,1,6034.15,30
96184,US,WRBY413,1,6152.75,30
96185,US,WRBY413,2,5945.2,30
96186,US,WRBY448,1,6093.45,30
96187,US,WRBY448,2,6034.15,30
96188,US,WRBY450,1,6093.45,30
96189,US,WRBY450,2,6034.15,30
96190,US,WRBY450,3,6004.5,30
96191,US,WRBY451,1,6197.24,30
96192,US,WRBY451,2,6345.49,30
96193,US,WRBY452,1,6286.19,30
96194,US,WRBY452,2,6315.84,30
96195,US,WRBY499,1,6404.79,30
96196,US,WRBY499,2,6226.89,30
96197,US,WRBY499,3,6226.89,30
96198,US,WRBY499,4,6345.49,30
96199,US,WRBY499,5,6286.19,30
96200,US,WRBY499,6,6286.19,30
96204,US,WRBY505,1,6197.24,30
96205,US,WRBY518,1,6004.5,30
96206,US,WRBY518,2,5974.85,30
96207,US,WRBY520,2,6256.54,30
96208,US,WRBY520,3,6345.49,30
96209,US,WRBY596,1,6063.8,30
96210,US,WRBY607,1,6286.19,30
96211,US,WRBY655,1,6004.5,30
96212,US,WRBY655,1,6093.45,30
96213,US,WRBY655,1,6152.75,30
96214,US,WRBY655,5,6685,30
96215,US,WRBY806,1,6345.49,30
96216,US,WRBY811,1,6585,10
96217,US,WRBY814,1,6745,10
96218,US,WRBY982,1,6004.5,30
96219,US,WRBY982,1,6093.45,30
96220,US,WRBZ220,1,6034.15,30
96221,US,WRBZ221,1,6286.19,30
96222,US,WRBZ295,1,6345.49,27.3
96223,US,WRBZ297,1,6093.45,27.3
96224,US,WRBZ421,1,6585,10
96225,US,WRBZ422,1,6745,10
96226,US,WRBZ580,1,6034.15,30
96227,US,WRBZ581,1,6286.19,30
96228,US,WRBZ854,1,6389.965,60
96229,US,WRBZ855,1,6137.925,60
96230,US,WRBZ893,1,6004.5,30
96231,US,WRBZ896,1,6256.54,30
96232,US,WRCA248,1,6034.15,27.3
96233,US,WRCA248,2,6063.8,27.3
96234,US,WRCA259,1,5945.2,30
96235,US,WRCA259,2,5974.85,30
96236,US,WRCA304,1,6197.24,27.3
96237,US,WRCA304,2,6286.19,27.3
96238,US,WRCA304,3,6345.49,27.3
96239,US,WRCA309,1,5960.025,60
96240,US,WRCA314,1,6256.54,30
96241,US,WRCA315,1,6226.89,30
96242,US,WRCA315,2,6123.1,30
96243,US,WRCA315,3,6034.15,30
96244,US,WRCA504,2,5974.85,27.3
96245,US,WRCA505,1,6093.45,30
96246,US,WRCA505,1,6152.75,30
96247,US,WRCA505,2,5945.2,30
96248,US,WRCA505,2,6004.5,30
96249,US,WRCA539,1,6583.75,2.5
96250,US,WRCA540,1,6548.125,1.25
96251,US,WRCA541,1,6728.125,1.25
96252,US,WRCA598,1,6755,10
96253,US,WRCA601,1,6815,10
96254,US,WRCA606,1,6685,10
96255,US,WRCA611,1,6389.965,60
96256,US,WRCA611,2,6389.965,60
96257,US,WRCA613,1,6137.925,60
96258,US,WRCA614,4,6330.665,60
96259,US,WRCA616,1,6137.925,60
96260,US,WRCA626,1,6705,5
96261,US,WRCA644,2,6286.19,30
96262,US,WRCA645,1,6152.75,30
96263,US,WRCA696,1,6004.5,30
96264,US,WRCA696,2,5974.85,30
96265,US,WRCA696,3,6152.75,30
96266,US,WRCA708,1,6315.84,30
96267,US,WRCA708,2,6375.14,30
96268,US,WRCA708,3,6226.89,30
96269,US,WRCA708,4,6226.89,30
96270,US,WRCA713,1,6034.15,30
96271,US,WRCA714,1,6286.19,30
96272,US,WRCA720,1,6256.54,10
96273,US,WRCA722,1,6004.5,10
96274,US,WRCA823,1,6695,10
96275,US,WRCA979,1,6286.19,30
96276,US,WRCB227,1,6256.54,30
96277,US,WRCB227,1,6315.84,30
96278,US,WRCB228,1,6004.5,30
96279,US,WRCB228,1,6063.8,30
96280,US,WRCB230,1,6137.925,60
96281,US,WRCB230,2,6034.15,30
96282,US,WRCB230,3,6093.45,30
96283,US,WRCB232,2,6286.19,30
96284,US,WRCB232,3,6197.24,30
96285,US,WRCB258,1,6226.89,30
96286,US,WRCB258,2,6197.24,30
96287,US,WRCB262,1,5974.85,30
96288,US,WRCB262,2,6004.5,30
96289,US,WRCB263,1,6256.54,30
96290,US,WRCB264,1,5945.2,30
96291,US,WRCB294,1,5945.2,30
96292,US,WRCB294,2,6004.5,30
96293,US,WRCB295,1,6197.24,30
96294,US,WRCB295,3,6256.54,30
96295,US,WRCB296,1,6034.15,30
96296,US,WRCB296,2,6123.1,30
96297,US,WRCB297,1,6625,10
96298,US,WRCB298,1,6226.89,30
96299,US,WRCB298,2,6286.19,30
96300,US,WRCB298,3,6345.49,30
96301,US,WRCB332,4,6197.24,27.4
96302,US,WRCB332,4,6256.54,27.4
96303,US,WRCB332,5,6315.84,27.4
96304,US,WRCB332,5,6375.14,27.4
96305,US,WRCB370,1,6805,10
96306,US,WRCB384,1,6655,10
96307,US,WRCB387,1,6615,10
96308,US,WRCB392,1,6375.14,30
96309,US,WRCB440,1,6315.84,30
96310,US,WRCB624,1,6745,10
96311,US,WRCB625,1,6585,10
96312,US,WRCB646,1,6123.1,30
96313,US,WRCB647,1,6595,10
96314,US,WRCB729,1,5974.85,30
96315,US,WRCB729,2,5945.2,30
96316,US,WRCB729,3,6034.15,30
96317,US,WRCB729,4,6004.5,30
96318,US,WRCB731,1,5945.2,30
96319,US,WRCB731,2,6655,30
96320,US,WRCB747,1,6034.15,30
96321,US,WRCB750,1,6315.84,30
96322,US,WRCB752,1,6375.14,30
96323,US,WRCB762,8,5960.025,60
96324,US,WRCB762,8,6019.325,60
96325,US,WRCB762,10,6137.925,60
96326,US,WRCB763,1,5974.85,30
96327,US,WRCB763,1,6152.75,30
96328,US,WRCB765,1,5945.2,30
96329,US,WRCB765,1,6004.5,30
96330,US,WRCB776,1,5974.85,30
96331,US,WRCB776,1,6034.15,30
96332,US,WRCB777,1,6226.89,30
96333,US,WRCB777,1,6286.19,30
96334,US,WRCB870,1,6286.19,30
96335,US,WRCB878,2,6212.065,60
96336,US,WRCB883,5,6404.79,30
96337,US,WRCB888,5,6063.8,30
96338,US,WRCB888,5,6152.75,30
96339,US,WRCB888,6,6063.8,30
96340,US,WRCB888,6,6152.75,30
96341,US,WRCB888,7,6685,30
96342,US,WRCB888,8,6685,30
96343,US,WRCB995,1,6755,10
96344,US,WRCB995,2,6785,10
96345,US,WRCC204,1,6271.365,50.3
96346,US,WRCC204,1,6330.665,50.3
96347,US,WRCC204,2,6271.365,50.3
96348,US,WRCC204,2,6330.665,50.3
96349,US,WRCC207,1,6595,10
96350,US,WRCC208,1,6625,10
96351,US,WRCC223,1,6034.15,30
96352,US,WRCC223,1,6093.45,30
96353,US,WRCC223,2,6725,30
96354,US,WRCC223,2,6785,30
96355,US,WRCC300,1,6345.49,30
96356,US,WRCC310,3,6256.54,30
96357,US,WRCC335,2,6256.54,30
96358,US,WRCC335,3,6256.54,30
96359,US,WRCC352,1,5960.025,56
96360,US,WRCC352,2,6389.965,50.3
96361,US,WRCC424,2,6137.925,60
96362,US,WRCC493,1,6034.15,30
96363,US,WRCC493,2,5974.85,30
96364,US,WRCC497,1,6197.24,10
96365,US,WRCC502,1,6315.84,30
96366,US,WRCC502,1,6404.79,30
96367,US,WRCC502,2,6197.24,30
96368,US,WRCC502,2,6286.19,30
96369,US,WRCC503,1,5945.2,10
96370,US,WRCC509,1,6404.79,30
96371,US,WRCC509,2,6345.49,30
96372,US,WRCC515,1,6093.45,30
96373,US,WRCC515,2,6152.75,30
96374,US,WRCC523,1,6865,10
96375,US,WRCC523,2,6615,10
96376,US,WRCC534,1,6286.19,30
96377,US,WRCC554,1,6137.925,50.3
96378,US,WRCC565,1,6286.19,30
96379,US,WRCC569,1,5974.85,30
96380,US,WRCC595,1,6004.5,30
96381,US,WRCC595,1,6063.8,30
96382,US,WRCC596,1,6256.54,30
96383,US,WRCC596,1,6315.84,30
96384,US,WRCC608,1,6004.5,30
96385,US,WRCC608,1,6063.8,30
96386,US,WRCC614,1,6093.45,30
96387,US,WRCC614,2,5945.2,30
96388,US,WRCC643,1,6197.24,10
96389,US,WRCC644,1,5945.2,10
96390,US,WRCC645,1,6226.89,10
96391,US,WRCC646,1,5974.85,10
96392,US,WRCC797,1,6389.965,60
96393,US,WRCC797,2,6389.965,60
96394,US,WRCC806,3,5945.2,30
96395,US,WRCC806,4,6034.15,30
96396,US,WRCC806,5,6555,30
96397,US,WRCC832,1,5974.85,30
96398,US,WRCC832,2,6034.15,30
96399,US,WRCC842,1,6034.15,30
96400,US,WRCC843,2,6375.14,30
96401,US,WRCC873,1,6034.15,30
96402,US,WRCC911,2,6675,10
96403,US,WRCC930,3,6256.54,27.3
96404,US,WRCC930,4,6226.89,27.3
96405,US,WRCC980,1,6345.49,30
96406,US,WRCC980,2,6725,30
96407,US,WRCD272,2,6375.14,30
96408,US,WRCD272,3,6226.89,30
96409,US,WRCD284,2,6256.54,30
96410,US,WRCD288,2,5974.85,30
96411,US,WRCD289,2,6315.84,30
96412,US,WRCD301,2,6004.5,30
96413,US,WRCD301,3,6123.1,30
96414,US,WRCD303,3,6063.8,30
96415,US,WRCD331,1,6345.49,10
96416,US,WRCD332,1,6093.45,10
96417,US,WRCD355,1,6093.45,30
96418,US,WRCD483,1,6315.84,30
96419,US,WRCD532,3,6389.965,60
96420,US,WRCD532,4,6389.965,60
96421,US,WRCD543,1,6625,10
96423,US,WRCD679,2,6375.14,30
96424,US,WRCD688,2,6286.19,27.3
96425,US,WRCD688,2,6345.49,27.3
96426,US,WRCD688,3,6315.84,27.3
96427,US,WRCD688,3,6375.14,27.3
96428,US,WRCD697,2,6197.24,30
96429,US,WRCD697,2,6256.54,30
96430,US,WRCD697,2,6315.84,30
96431,US,WRCD697,2,6375.14,30
96432,US,WRCD713,1,6404.79,30
96433,US,WRCD713,2,6375.14,30
96434,US,WRCD713,3,6197.24,30
96435,US,WRCD713,3,6256.54,30
96436,US,WRCD714,1,6152.75,30
96437,US,WRCD714,2,6123.1,30
96438,US,WRCD714,3,6004.5,30
96439,US,WRCD714,3,6063.8,30
96440,US,WRCD716,3,6725,30
96441,US,WRCD716,3,6785,30
96442,US,WRCD716,3,6845,30
96443,US,WRCD716,4,6755,30
96444,US,WRCD716,4,6815,30
96445,US,WRCD718,1,6004.5,30
96446,US,WRCD718,1,6063.8,30
96447,US,WRCD718,2,6152.75,30
96448,US,WRCD718,3,6123.1,30
96449,US,WRCD756,1,6123.1,30
96450,US,WRCD758,1,6345.49,30
96451,US,WRCD758,2,6286.19,30
96452,US,WRCD760,1,6034.15,30
96453,US,WRCD760,2,6093.45,30
96454,US,WRCD760,3,6063.8,30
96455,US,WRCD870,1,6271.365,60
96456,US,WRCD873,1,6197.24,30
96457,US,WRCD873,1,6315.84,30
96458,US,WRCD873,2,6226.89,30
96459,US,WRCD873,2,6286.19,30
96460,US,WRCD873,3,6197.24,30
96461,US,WRCD873,3,6315.84,30
96462,US,WRCD874,1,5974.85,30
96463,US,WRCD874,1,6034.15,30
96464,US,WRCD874,2,6063.8,30
96465,US,WRCD874,2,6123.1,30
96466,US,WRCD875,1,6315.84,30
96467,US,WRCD875,1,6375.14,30
96468,US,WRCD913,1,6389.965,56
96469,US,WRCD945,1,6256.54,30
96470,US,WRCD970,1,6625,30
96471,US,WRCD970,2,6555,30
96472,US,WRCD970,3,6123.1,30
96473,US,WRCD970,4,6004.5,30
96474,US,WRCD970,5,6093.45,30
96475,US,WRCD972,1,6389.965,56
96476,US,WRCE225,1,5945.2,30
96477,US,WRCE225,1,6004.5,30
96478,US,WRCE225,3,6034.15,30
96479,US,WRCE225,3,6093.45,30
96480,US,WRCE225,6,6063.8,30
96481,US,WRCE225,7,5974.85,30
96482,US,WRCE225,8,6755,30
96483,US,WRCE225,9,6785,30
96488,US,WRCE226,1,6197.24,30
96489,US,WRCE226,1,6256.54,30
96490,US,WRCE226,2,6286.19,30
96491,US,WRCE226,2,6345.49,30
96492,US,WRCE227,1,6034.15,30
96493,US,WRCE227,2,5974.85,30
96494,US,WRCE232,1,6137.925,56
96495,US,WRCE232,2,6137.925,56
96496,US,WRCE253,12,6063.8,30
96497,US,WRCE253,13,6785,30
96498,US,WRCE358,1,6615,5
96499,US,WRCE368,1,6755,30
96500,US,WRCE368,1,6815,30
96501,US,WRCE368,2,6815,30
96502,US,WRCE385,4,6555,30
96503,US,WRCE385,5,6595,30
96504,US,WRCE453,1,6093.45,30
96505,US,WRCE454,1,6345.49,30
96506,US,WRCE454,2,6625,30
96507,US,WRCE455,1,6785,30
96508,US,WRCE547,1,6093.45,30
96509,US,WRCE897,1,6226.89,30
96510,US,WRCE897,2,6315.84,30
96511,US,WRCE897,3,6286.19,30
96512,US,WRCE897,4,6256.54,30
96513,US,WRCE898,1,6226.89,30
96514,US,WRCE898,2,6345.49,30
96515,US,WRCE899,1,5974.85,30
96516,US,WRCE899,2,6004.5,30
96517,US,WRCE902,1,6375.14,30
96518,US,WRCE902,2,5945.2,30
96519,US,WRCE903,1,6123.1,30
96520,US,WRCE903,2,6093.45,30
96521,US,WRCE903,3,6063.8,30
96522,US,WRCE903,4,6034.15,30
96523,US,WRCE990,1,6404.79,27.2
96524,US,WRCF325,1,6256.54,30
96525,US,WRCF325,1,6315.84,30
96526,US,WRCF333,1,6093.45,30
96527,US,WRCF353,1,5974.85,30
96528,US,WRCF353,2,6004.5,30
96529,US,WRCF384,1,6345.49,30
96530,US,WRCF538,2,6286.19,30
96531,US,WRCF539,1,5974.85,30
96532,US,WRCF540,1,6034.15,30
96533,US,WRCF540,2,6063.8,30
96534,US,WRCF549,1,6286.19,30
96535,US,WRCF559,1,6655,30
96536,US,WRCF559,2,6625,30
96537,US,WRCF560,1,6725,30
96538,US,WRCF560,2,6815,30
96539,US,WRCF560,3,6785,30
96540,US,WRCF565,5,6375.14,30
96541,US,WRCF565,8,6375.14,30
96542,US,WRCF569,1,6256.54,30
96543,US,WRCF571,1,6004.5,30
96544,US,WRCF573,2,6004.5,30
96545,US,WRCF574,1,6034.15,30
96546,US,WRCF575,1,5974.85,30
96547,US,WRCF581,2,6152.75,30
96548,US,WRCF581,3,5974.85,30
96549,US,WRCF581,4,6004.5,30
96550,US,WRCF582,2,6226.89,30
96551,US,WRCF582,2,6286.19,30
96552,US,WRCF582,3,6197.24,30
96553,US,WRCF582,3,6256.54,30
96554,US,WRCF605,1,6315.84,30
96555,US,WRCF630,1,6093.45,30
96556,US,WRCF630,2,6063.8,30
96557,US,WRCF661,1,6063.8,30
96558,US,WRCF662,1,6256.54,30
96559,US,WRCF662,2,6315.84,30
96560,US,WRCF664,1,6004.5,30
96561,US,WRCF667,1,6785,30
96562,US,WRCF712,3,5974.85,30
96563,US,WRCF712,3,6093.45,30
96564,US,WRCF720,1,6004.5,30
96565,US,WRCF720,2,6152.75,30
96566,US,WRCF730,1,6404.79,30
96567,US,WRCF736,2,6063.8,30
96568,US,WRCF736,3,6123.1,30
96569,US,WRCF758,1,6152.75,30
96570,US,WRCF758,2,6063.8,30
96571,US,WRCF839,1,5974.85,30
96572,US,WRCF839,2,6004.5,30
96573,US,WRCF854,1,6004.5,30
96574,US,WRCF854,1,6123.1,30
96575,US,WRCF857,1,6256.54,30
96576,US,WRCF857,1,6375.14,30
96577,US,WRCF862,1,6286.19,30
96578,US,WRCF862,2,6197.24,30
96579,US,WRCF862,3,6375.14,30
96580,US,WRCF876,1,5974.85,30
96581,US,WRCF895,1,6093.45,30
96582,US,WRCF898,1,6256.54,30
96583,US,WRCF898,1,6345.49,30
96584,US,WRCF898,4,6330.665,60
96585,US,WRCF902,1,5974.85,30
96586,US,WRCF903,1,6226.89,30
96587,US,WRCF939,1,6755,30
96588,US,WRCF940,1,6555,30
96589,US,WRCF940,2,6685,30
96590,US,WRCF940,3,6655,30
96591,US,WRCF953,1,5974.85,30
96592,US,WRCF953,2,6123.1,30
96593,US,WRCF954,1,6063.8,30
96594,US,WRCF954,2,6034.15,30
96595,US,WRCF954,3,6625,30
96596,US,WRCF955,1,6286.19,30
96597,US,WRCF955,2,6404.79,30
96598,US,WRCF957,1,6404.79,30
96599,US,WRCF957,2,6034.15,30
96600,US,WRCF961,1,6093.45,30
96601,US,WRCF961,2,6034.15,30
96602,US,WRCF961,3,6152.75,30
96603,US,WRCF985,1,6655,30
96604,US,WRCF985,2,6595,30
96605,US,WRCF999,1,6123.1,30
96606,US,WRCF999,2,6845,30
96607,US,WRCF999,3,6785,30
96608,US,WRCG331,1,6004.5,30
96609,US,WRCG331,2,6034.15,30
96610,US,WRCG331,3,6152.75,30
96611,US,WRCG333,1,6256.54,30
96612,US,WRCG333,2,6286.19,30
96613,US,WRCG333,3,6345.49,30
96614,US,WRCG338,1,6063.8,30
96615,US,WRCG338,2,6004.5,30
96616,US,WRCG341,1,6197.24,30
96617,US,WRCG341,1,6256.54,30
96618,US,WRCG345,1,6034.15,30
96619,US,WRCG345,2,6004.5,30
96620,US,WRCG346,1,6093.45,30
96621,US,WRCG346,2,6123.1,30
96622,US,WRCG347,1,6256.54,30
96623,US,WRCG349,1,6404.79,30
96624,US,WRCG349,2,6375.14,30
96625,US,WRCG349,3,6315.84,30
96626,US,WRCG352,1,6034.15,30
96627,US,WRCG352,2,6093.45,30
96628,US,WRCG352,3,5974.85,30
96629,US,WRCG353,1,6063.8,30
96630,US,WRCG355,1,6152.75,30
96631,US,WRCG355,2,6093.45,30
96632,US,WRCG356,1,6286.19,30
96633,US,WRCG356,2,6345.49,30
96634,US,WRCG357,1,5974.85,30
96635,US,WRCG358,1,6152.75,30
96636,US,WRCG360,1,6063.8,30
96637,US,WRCG465,1,6034.15,30
96638,US,WRCG465,2,5945.2,30
96639,US,WRCG466,1,6197.24,30
96640,US,WRCG480,1,6685,30
96641,US,WRCG556,1,6815,30
96642,US,WRCG556,2,6152.75,30
96643,US,WRCG560,1,6212.065,60
96644,US,WRCG560,1,6389.965,60
96645,US,WRCG560,2,6212.065,60
96646,US,WRCG560,2,6389.965,60
96647,US,WRCG561,1,6345.49,30
96648,US,WRCG561,2,6315.84,30
96649,US,WRCG563,1,6345.49,30
96650,US,WRCG563,2,6375.14,30
96651,US,WRCG572,1,6123.1,30
96652,US,WRCG572,2,6063.8,30
96653,US,WRCG572,3,6093.45,30
96654,US,WRCG575,1,6345.49,30
96655,US,WRCG575,2,6286.19,30
96656,US,WRCG577,1,6123.1,30
96657,US,WRCG577,2,5974.85,30
96658,US,WRCG580,1,6286.19,30
96659,US,WRCG580,2,6256.54,30
96660,US,WRCG580,3,6404.79,30
96661,US,WRCG580,4,6375.14,30
96662,US,WRCG581,1,6212.065,60
96663,US,WRCG583,1,6375.14,30
96664,US,WRCG583,2,6315.84,30
96665,US,WRCG583,3,5974.85,30
96666,US,WRCG584,1,6315.84,30
96667,US,WRCG584,2,6375.14,30
96668,US,WRCG585,1,6123.1,30
96669,US,WRCG585,2,6152.75,30
96670,US,WRCG588,1,6256.54,30
96671,US,WRCG588,2,6375.14,30
96672,US,WRCG593,1,6404.79,30
96673,US,WRCG593,2,6256.54,30
96674,US,WRCG660,1,5945.2,30
96675,US,WRCG660,2,6034.15,30
96676,US,WRCG666,1,6123.1,30
96677,US,WRCG666,2,6004.5,30
96678,US,WRCG673,1,6197.24,30
96679,US,WRCG673,2,6286.19,30
96680,US,WRCG693,1,6404.79,30
96681,US,WRCG693,2,6226.89,30
96682,US,WRCG705,1,6286.19,30
96683,US,WRCG705,2,6256.54,30
96684,US,WRCG706,1,6004.5,30
96685,US,WRCG706,2,6123.1,30
96686,US,WRCG709,1,6286.19,30
96687,US,WRCG709,2,6755,30
96688,US,WRCG710,1,5945.2,30
96689,US,WRCG710,2,6123.1,30
96690,US,WRCG710,3,5974.85,30
96691,US,WRCG711,1,6034.15,30
96692,US,WRCG711,2,6004.5,30
96693,US,WRCG711,3,6152.75,30
96694,US,WRCG715,1,6375.14,30
96695,US,WRCG715,2,6315.84,30
96696,US,WRCG716,1,6655,30
96697,US,WRCG726,1,6063.8,30
96698,US,WRCG726,2,6093.45,30
96699,US,WRCG738,1,6197.24,30
96700,US,WRCG738,2,6226.89,30
96701,US,WRCG747,1,6123.1,30
96702,US,WRCG747,2,6063.8,30
96703,US,WRCG747,3,6152.75,30
96704,US,WRCG754,1,6226.89,30
96705,US,WRCG754,2,6256.54,30
96706,US,WRCG762,1,6034.15,30
96707,US,WRCG762,2,6004.5,30
96708,US,WRCG818,1,6093.45,30
96709,US,WRCG818,2,6212.065,60
96710,US,WRCG828,2,6755,10
96711,US,WRCG831,1,6034.15,30
96712,US,WRCG831,2,6063.8,30
96713,US,WRCG839,1,5974.85,30
96714,US,WRCG839,2,6345.49,30
96715,US,WRCG847,1,6063.8,30
96716,US,WRCG847,2,6152.75,30
96717,US,WRCG847,3,6004.5,30
96718,US,WRCG853,1,6625,30
96719,US,WRCG853,2,6004.5,30
96720,US,WRCG853,3,6152.75,30
96721,US,WRCG861,1,6004.5,30
96722,US,WRCG861,2,6404.79,30
96723,US,WRCG861,3,6375.14,30
96724,US,WRCG864,1,6785,30
96725,US,WRCG864,2,6256.54,30
96726,US,WRCG864,3,6725,30
96727,US,WRCG864,4,6815,30
96728,US,WRCG866,1,6375.14,30
96729,US,WRCG866,2,6315.84,30
96730,US,WRCG866,3,6256.54,30
96731,US,WRCG869,1,6315.84,30
96732,US,WRCG871,1,6345.49,30
96733,US,WRCG871,2,6286.19,30
96734,US,WRCG871,3,6256.54,30
96735,US,WRCG872,1,6286.19,30
96736,US,WRCG872,2,6404.79,30
96737,US,WRCG872,3,6063.8,30
96738,US,WRCG875,1,6226.89,30
96739,US,WRCG875,2,6256.54,30
96740,US,WRCG876,1,6315.84,30
96741,US,WRCG876,2,6404.79,30
96742,US,WRCG876,3,6256.54,30
96743,US,WRCG877,1,6404.79,30
96744,US,WRCG877,2,6256.54,30
96745,US,WRCG878,1,6404.79,30
96746,US,WRCG878,2,6197.24,30
96747,US,WRCG879,1,6315.84,30
96748,US,WRCG879,2,6555,30
96749,US,WRCG885,1,6345.49,30
96750,US,WRCG885,2,6685,30
96751,US,WRCG887,1,6286.19,30
96752,US,WRCG887,2,6226.89,30
96753,US,WRCG898,1,6093.45,30
96754,US,WRCG898,2,6226.89,30
96755,US,WRCG942,3,6315.84,30
96756,US,WRCG942,4,6315.84,30
96757,US,WRCG963,1,6197.24,30
96758,US,WRCG963,2,6305.96,10
96759,US,WRCG963,3,6705,10
96760,US,WRCH217,7,6212.065,60
96761,US,WRCH217,7,6271.365,60
96762,US,WRCH222,1,5960.025,60
96763,US,WRCH222,1,6019.325,60
96764,US,WRCH234,1,6595,30
96765,US,WRCH238,2,6555,30
96766,US,WRCH255,1,6315.84,30
96767,US,WRCH255,2,6226.89,30
96768,US,WRCH256,1,6226.89,30
96769,US,WRCH256,2,6256.54,30
96770,US,WRCH256,3,6197.24,30
96771,US,WRCH257,1,6034.15,30
96772,US,WRCH257,2,6004.5,30
96773,US,WRCH257,3,6063.8,30
96774,US,WRCH264,1,5960.025,60
96775,US,WRCH300,1,5974.85,30
96776,US,WRCH300,2,6723.75,2.5
96777,US,WRCH301,1,6197.24,10
96778,US,WRCH303,1,5945.2,10
96779,US,WRCH310,1,6375.14,30
96780,US,WRCH419,1,6226.89,30
96781,US,WRCH419,2,6256.54,30
96782,US,WRCH421,1,6375.14,30
96783,US,WRCH421,2,6404.79,30
96784,US,WRCH422,1,6404.79,30
96785,US,WRCH532,1,6093.45,30
96786,US,WRCH540,1,6735,10
96787,US,WRCH540,2,6113.22,10
96788,US,WRCH541,1,6256.54,30
96789,US,WRCH541,2,6226.89,30
96790,US,WRCH547,1,6256.54,30
96791,US,WRCH547,2,6315.84,30
96792,US,WRCH548,1,6375.14,30
96793,US,WRCH548,2,6404.79,30
96794,US,WRCH549,2,6286.19,30
96795,US,WRCH659,1,5974.85,27.3
96796,US,WRCH659,2,6004.5,27.3
96797,US,WRCH660,1,6226.89,30
96798,US,WRCH728,1,6375.14,30
96799,US,WRCH728,2,6404.79,30
96800,US,WRCH731,2,6063.8,30
96801,US,WRCH732,1,6315.84,30
96802,US,WRCH732,2,6315.84,30
96803,US,WRCH733,1,6375.14,30
96805,US,WRCH735,1,6123.1,30
96806,US,WRCH735,2,6034.15,30
96807,US,WRCH736,1,6226.89,30
96808,US,WRCH736,2,6197.24,30
96809,US,WRCH748,1,6004.5,30
96810,US,WRCH748,2,5974.85,30
96811,US,WRCH749,1,6093.45,30
96812,US,WRCH751,1,5974.85,30
96813,US,WRCH751,2,6034.15,30
96814,US,WRCH754,1,6152.75,30
96815,US,WRCH754,2,6226.89,30
96816,US,WRCH757,2,6123.1,30
96819,US,WRCH765,1,5974.85,30
96820,US,WRCH765,1,6034.15,30
96821,US,WRCH768,1,6226.89,30
96822,US,WRCH768,1,6286.19,30
96823,US,WRCH769,1,5974.85,30
96824,US,WRCH769,1,6034.15,30
96825,US,WRCH770,1,6226.89,30
96826,US,WRCH770,1,6286.19,30
96827,US,WRCH773,1,6286.19,30
96828,US,WRCH773,2,6345.49,30
96829,US,WRCH776,1,5945.2,30
96830,US,WRCH776,2,6004.5,30
96831,US,WRCH778,3,5974.85,30
96832,US,WRCH778,4,5945.2,30
96833,US,WRCH778,4,6004.5,30
96834,US,WRCH778,4,6063.8,30
96835,US,WRCH847,1,6256.54,30
96836,US,WRCH850,1,6197.24,30
96837,US,WRCH852,1,6315.84,30
96838,US,WRCH852,2,6226.89,30
96839,US,WRCH855,1,6063.8,30
96840,US,WRCH855,2,5974.85,30
96841,US,WRCH857,2,5974.85,30
96842,US,WRCH862,1,6004.5,30
96843,US,WRCH866,5,6152.75,30
96844,US,WRCH880,1,6785,10
96845,US,WRCH882,1,6625,10
96846,US,WRCH889,2,6226.89,30
96847,US,WRCH889,3,6256.54,30
96848,US,WRCH892,2,6034.15,30
96849,US,WRCH893,1,6226.89,30
96850,US,WRCH893,2,6286.19,30
96851,US,WRCI200,1,6093.45,30
96852,US,WRCI253,1,6004.5,30
96853,US,WRCI253,3,5945.2,30
96854,US,WRCI255,1,5974.85,30
96855,US,WRCI417,1,6034.15,27.4
96856,US,WRCI417,2,6063.8,27.4
96857,US,WRCI426,1,6665,10
96858,US,WRCI427,1,6825,10
96859,US,WRCI457,1,6375.14,30
96860,US,WRCI457,2,6226.89,30
96861,US,WRCI458,1,5974.85,30
96862,US,WRCI458,1,6034.15,30
96863,US,WRCI458,2,5945.2,30
96864,US,WRCI458,2,6004.5,30
96865,US,WRCI458,2,6093.45,30
96866,US,WRCI459,1,6345.49,30
96867,US,WRCI459,1,6404.79,30
96868,US,WRCI459,2,6286.19,30
96869,US,WRCI459,3,6197.24,30
96870,US,WRCI459,3,6226.89,30
96871,US,WRCI459,4,6286.19,30
96872,US,WRCI459,5,6197.24,30
96873,US,WRCI459,5,6256.54,30
96874,US,WRCI459,6,6315.84,30
96875,US,WRCI460,1,6063.8,30
96876,US,WRCI460,1,6123.1,30
96877,US,WRCI460,2,5974.85,30
96878,US,WRCI460,2,6093.45,30
96879,US,WRCI460,2,6152.75,30
96880,US,WRCI461,1,6226.89,30
96881,US,WRCI461,1,6286.19,30
96882,US,WRCI461,2,6197.24,30
96883,US,WRCI461,2,6256.54,30
96884,US,WRCI461,2,6345.49,30
96885,US,WRCI461,3,6315.84,30
96886,US,WRCI461,3,6375.14,30
96887,US,WRCI461,4,6226.89,30
96888,US,WRCI461,4,6345.49,30
96889,US,WRCI461,4,6404.79,30
96890,US,WRCI462,1,6123.1,30
96891,US,WRCI462,2,6063.8,30
96892,US,WRCI462,3,5945.2,30
